Title,Level,Geographic,Year Agreed,Link,Sourcing Notes,Language,English available?,Plastic Types,Included in analysis?,Trade linked?,Filename,File link
"Regulation of the Minister of the Environment of December 8, 2017 regarding the rate of recycling fee",30_National,Poland,2017,http://dziennikustaw.gov.pl/du/2017/2389/1,,Polish,N,,N,N,S_2540_N_2017_Regulation_of_the_minister.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/S_2540_N_2017_Regulation_of_the_minister.pdf
Portland Code - Chapter 17.103 Prohibition and Restrictions on Single-Use Plastic,40_Subnational,"Portland, United States",2017,https://www.portlandoregon.gov/citycode/56750#cid_711123,,English,Y,Bags,Y,N,2541_S_2017_Chapter_17.103_Prohibition.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/2541_S_2017_Chapter_17.103_Prohibition.pdf
Decreto-Lei n.º 152-D/2017,30_National,Portugal,2017,https://dre.pt/application/conteudo/114337042,,Portuguese,N,,N,N,S_2543_N_2017_Decreteo_lei_152_D.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/S_2543_N_2017_Decreteo_lei_152_D.pdf
Australia (Queensland) Waste Reduction and Recycling Amendment Act 2017,40_Subnational,"Queensland, Australia",2017,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&cad=rja&uact=8&ved=2ahUKEwjCiIjq1KPkAhXSVN8KHUvsBkoQFjAAegQIBBAC&url=https%3A%2F%2Fwww.legislation.qld.gov.au%2Fview%2Fpdf%2Fasmade%2Fact-2017-031&usg=AOvVaw2yhA5AF92EvzzJXW5jKd5v ,,English,Y,"Bags,Bottles,EPR",Y,N,"1506_I_2016_Queensland, AUS, ban.pdf","https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/1506_I_2016_Queensland, AUS, ban.pdf"
Environmental Health (Expanded Polystyrene Ban) Regulations 2017,30_National,Saint Vincent and the Grenadines,2017,http://asycudaw.svgcustoms.net/downloads/polystreneACT.pdf,,English,Y,,Y,N,2343_N_2017_Environmental_Health_Polystyrene.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/2343_N_2017_Environmental_Health_Polystyrene.pdf
"Environment Protection (Restriction on manufacturing, importation, distribution and sale of Plastic Bags) Regulations 2017 (S.I. No. 37 of 2017)",30_National,Seychelles,2017,http://extwprlegs1.fao.org/docs/pdf/sey177684.pdf,,English,Y,Bags,Y,Y,2275_N_2017_Environment_Protection_Restriction.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/2275_N_2017_Environment_Protection_Restriction.pdf
"The Environmental Protection (Plastic Straws, Cotton Buds and Stirrers) (England) Regulations 2020 971",40_Subnational,"England, United Kingdom",2020,https://www.legislation.gov.uk/uksi/2020/971/made/data.pdf,,English,Y,SUPs,Y,Y,13083_S_2020_The_environmental_protection_plastic_straws.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/13083_S_2020_The_environmental_protection_plastic_straws.pdf
The National Environmental Act - Order No. 2034/34,30_National,Sri Lanka,2017,http://www.cea.lk/web/images/pdf/Polythene_gazets/2034-34_E.pdf,,English,Y,,Y,N,2807_N_2017_The_National_Environmental_Act_2034_34.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/2807_N_2017_The_National_Environmental_Act_2034_34.pdf
The National Environmental Act - Order No. 2034/35,30_National,Sri Lanka,2017,http://www.cea.lk/web/images/pdf/Polythene_gazets/2034-35_E.pdf,,English,Y,Bags,Y,N,2808_N_2017_The_National_Environmental_Act_2034_35.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/2808_N_2017_The_National_Environmental_Act_2034_35.pdf
The National Environmental Act - Order No. 2034/38,30_National,Sri Lanka,2017,http://www.cea.lk/web/images/pdf/Polythene_gazets/2034-38_E.pdf,,English,Y,,Y,N,2810_N_2017_The_National_Environmental_Act_2034_38.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/2810_N_2017_The_National_Environmental_Act_2034_38.pdf
The National Environmental Act - Order No. 2034/33,30_National,Sri Lanka,2017,http://www.cea.lk/web/images/pdf/Polythene_gazets/2034_33_E.pdf,,English,Y,,Y,N,4471_N_2017_2034_33.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/4471_N_2017_2034_33.pdf
The National Environmental Act - Order No. 2034/37,30_National,Sri Lanka,2017,http://www.cea.lk/web/images/pdf/Polythene_gazets/2034-37_E.pdf,,English,Y,,Y,N,4475_N_2017_2034_37.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/4475_N_2017_2034_37.pdf
The Environmental Protection (Single-use Plastic Products) (Scotland) Regulations 2021,40_Subnational,"Scotland, United Kingdom",2021,https://www.legislation.gov.uk/ssi/2021/410/made/data.pdf,,English,Y,SUPs,Y,Y,13084_S_2021_the_environmental_protection_single_use.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/13084_S_2021_the_environmental_protection_single_use.pdf
Regulations for Fishing Vessels Conducting Squid Jigging Fishery,40_Subnational,"Taiwan, China",2017,http://extwprlegs1.fao.org/docs/pdf/tw165395.pdf,,English,Y,,Y,N,2210_S_2017_Regulations_for_Fishing_Vessels.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/2210_S_2017_Regulations_for_Fishing_Vessels.pdf
Producer Responsibility Obligations (Packaging Waste) (Amendments) Regulations 2017 (S.I. No. 1221 of 2017).,30_National,United Kingdom,2017,http://extwprlegs1.fao.org/docs/pdf/uk173312.pdf,,English,Y,,Y,N,1034_N_2017_Producer_Responsibility.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/1034_N_2017_Producer_Responsibility.pdf
"City of Valencia Plastic Bags Regulation, City Ordinance No. 25-2017",40_Subnational,"Valencia, Philippines",2017,http://cityofvalencia.gov.ph/component/phocadownload/category/20-ordinances-2017?download=571:plastic-bags-regulation-ordinance,,English,Y,Bags,Y,N,5009_S_2017_Plastic_Bags.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/5009_S_2017_Plastic_Bags.pdf
National Waste Policy,30_National,Australia,2018,https://www.awe.gov.au/sites/default/files/documents/national-waste-policy-2018.pdf,,English,Y,,Y,N,5958_N_2018_National_Waste_Policy.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/5958_N_2018_National_Waste_Policy.pdf
"Entire legislation for the Waste Management Act 2002, version of 13.11.2018",30_National,Austria,2018,http://extwprlegs1.fao.org/docs/pdf/aut89286.pdf,,German,N,,N,N,S_2511_N_2018_Entire_Legislation.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/S_2511_N_2018_Entire_Legislation.pdf
Ordinance No. 779-2018,40_Subnational,"Avalon, New Jersey",2018,https://avalonboro.net/wp-content/uploads/2018/08/ORD-779-2018-Prohibiting-use-of-certain-plastic-products.pdf,,English,Y,Bags,Y,N,9093_S_2018_Ordinance_No_779.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/9093_S_2018_Ordinance_No_779.pdf
LEY DE EQUILIBRIO ECOLÓGICO Y PROTECCIÓN DEL AMBIENTE DEL ESTADO DE BAJA CALIFORNIA SUR,40_Subnational,"Baja California, Mexico",2018,http://legismex.mty.itesm.mx/estados/ley-bcs/BCS-L-EqEcolProtAmb2018_12.pdf,,Spanish,N,Bags,N,N,8060_S_1991_Ley_de_Equilibrio_Ecologico.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/8060_S_1991_Ley_de_Equilibrio_Ecologico.pdf
Plan Wallon des Déchets-Ressources.,40_Subnational,"Belgium, Wallonia",2018,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC197056/,,French,N,"SUPs,Bags,Packaging,Bottles",N,N,12062_S_2018_Plan_Wallon_des_Déchets.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/12062_S_2018_Plan_Wallon_des_Déchets.pdf
Bogor Mayor Regulation regarding Reducing the Use of Plastic Bags,40_Subnational,"Bogor, Indonesia",2018,https://peraturan.bpk.go.id/Home/Details/95807/perwali-kota-bogor-no-61-tahun-2018,,Indonesian,N,Bags,N,N,14020_S_2018_Bogor_Mayor_Regulation_regarding_Reducing_the_Use_of_Plastic_Bags.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/14020_S_2018_Bogor_Mayor_Regulation_regarding_Reducing_the_Use_of_Plastic_Bags.pdf
"Décret n°100/099 du 08 août 2018 portant interdiction de l’importation, de la fabrication, de la commercialisation et de l’utilisation des sachets et d’autres emballages en plastique.",30_National,Burundi,2018,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC179818/,,French,N,"Packaging,Bags",N,N,12059_N_2018_Décret_n_100_099.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/12059_N_2018_Décret_n_100_099.pdf
California Ocean Litter Prevention Strategy,40_Subnational,"California, United States",2018,http://www.opc.ca.gov/webmaster/_media_library/2018/06/2018_CA_OceanLitterStrategy.pdf,,English,Y,Microplastics,Y,N,2348_S_2018_Californias_Ocean_Litter_Strategy.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/2348_S_2018_Californias_Ocean_Litter_Strategy.pdf
"Assembly Bill No. 1884, CHAPTER 576",40_Subnational,"California, United States",2018,http://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=201720180AB1884,,English,Y,SUPs,Y,N,2356_S_2018_Assembly_Bill_No_1884_CHAPTER 576.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/2356_S_2018_Assembly_Bill_No_1884_CHAPTER 576.pdf
SB 1263: Microplastic Materials,40_Subnational,"California, United States",2018,https://leginfo.legislature.ca.gov/faces/codes_displayText.xhtml?lawCode=PRC&division=26.5.&title=&part=&chapter=3.2.&article=,,English,Y,Microplastics,Y,N,7014_S_2018_SB_1263_Microplastics.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/7014_S_2018_SB_1263_Microplastics.pdf
SB 1422: California Safe Drinking Water Act,40_Subnational,"California, United States",2018,https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?sectionNum=116376.&lawCode=HSC,,English,Y,Microplastics,Y,N,7015_S_2019_California_Safe_Drinking_water_act.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/7015_S_2019_California_Safe_Drinking_water_act.pdf
Strategy on Zero Plastic Waste (PN 1583),30_National,Canada,2018,https://www.ccme.ca/files/Resources/waste/plastics/STRATEGY%20ON%20ZERO%20PLASTIC%20WASTE.pdf,,English,Y,Microplastics,Y,N,5003_N_2018_Strategy_on_Zero_Plastic_waste.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/5003_N_2018_Strategy_on_Zero_Plastic_waste.pdf
Ley núm. 21.100 Prohíbe la Entrega de Bolsas Plásticas de Comercio en Todo el Territorio Nacional,30_National,Chile,2018,https://www.bcn.cl/leychile/navegar?idNorma=1121380,,Spanish,N,Bags,N,N,9064_N_2018_Ley_num_21100.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/9064_N_2018_Ley_num_21100.pdf
"Ley núm. 21.123. Modifica el Código Penal (por) Arrojar o Abandonar Basura, Materiales o Desechos de Cualquier Índole en Playas, Riberas de Ríos o de Lagos, Parques Nacionales, Reservas Nacionales, Monumentos Naturales",30_National,Chile,2018,https://www.bcn.cl/leychile/navegar?idNorma=1126481,,Spanish,N,,N,N,9066_N_2018_Ley_num_21123.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/9066_N_2018_Ley_num_21123.pdf
"Resolución 1407 por la cual se Reglamenta la Gestión Ambientalde los Residuos de Envases y Empaques de Papel, Cartón, Plástico, Vidrio, Metal y se Toman Otras Determinaciones",30_National,Colombia,2018,http://www.andi.com.co/Uploads/RES%201407%20DE%202018.pdf,,Spanish,N,,N,N,9051_N_2018_Resolucion_1407.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/9051_N_2018_Resolucion_1407.pdf
"Darebin, Victoria Ban on balloons, disposable food containers and cups at events on council property",40_Subnational,"Darebin, VIC, Australia",2018,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=10&ved=2ahUKEwis15PQ1KPkAhWmc98KHYTVCScQFjAJegQIABAC&url=http%3A%2F%2Fwww.darebin.vic.gov.au%2F-%2Fmedia%2Fcityofdarebin%2FFiles%2FDarebin-Living%2FCaringfortheEnvironment%2FSustainableLiving%2FExtractofMinutes-5June2017.ashx%3Fla%3Den&usg=AOvVaw1VYLiyuKGZZrdrIexZKh3t,,English,Y,"Bags,SUPs",Y,N,"1505_I_2017_Darebin, AUS, ban.pdf","https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/1505_I_2017_Darebin, AUS, ban.pdf"
"Arrêté ministériel n° 017/CAB/MINET/ECONAT/2018 du 30 avril 2018 ... portant interdiction de production, d’importation, de commercialisation et d’utilisation des sacs, sachets, films et autres emballages en plastique.",30_National,Democratic Republic of Congo,2018,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC189579/,"<p>Full title: ""Arrêté ministériel n° 017/CAB/MINET/ECONAT/2018 du 30 avril 2018 relatif aux mesures d’exécution du décret 17/018 du 30 décembre 2017 portant interdiction de production, d’importation, de commercialisation et d’utilisation des sacs, sachets, films et autres emballages en plastique.""</p>",French,N,"Bags,Packaging",N,N,12060_N_2018_Arrêté_ministériel_n_017.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/12060_N_2018_Arrêté_ministériel_n_017.pdf
"Budget Address 2018: From Survival, to Sustainability and Success: A Resilient Dominica",30_National,Dominica,2018,http://finance.gov.dm/budget/budget-addresses/file/27-budget-address-2018-2019-from-survival-to-sustainability-and-success-a-resilient-dominica,,English,Y,,Y,N,5016_N_2019_Budget_address.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/5016_N_2019_Budget_address.pdf
Acuerdo Ministerial 97. Regulación sobre la Utilización de Plásticos en el Sistema Educativo,30_National,Ecuador,2018,https://educacion.gob.ec/wp-content/uploads/downloads/2018/10/ACUERDO-Nro.MINEDUC-MINEDUC-ME-2018-00097-A.pdf,,Spanish,N,"Bags,Bottles",N,N,9068_N_2018_Acuerdo_ministerial_97.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/9068_N_2018_Acuerdo_ministerial_97.pdf
EU European Strategy for Plastics in the Circular Economy,20_Regional,European Union,2018,https://eur-lex.europa.eu/resource.html?uri=cellar:2df5d1d2-fac7-11e7-b8f5-01aa75ed71a1.0001.02/DOC_1&format=PDF,,English,Y,,Y,N,2344_I_2018_EU_Strategy_for_Plastics.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/2344_I_2018_EU_Strategy_for_Plastics.pdf
EU Directive 2018-852 of the European Parliament and of the Council on Packaging and Packaging Waste,20_Regional,European Union,2018,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32018L0852&from=EN,,English,Y,,Y,N,7022_I_2018_EU_Directive_2018_952.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/7022_I_2018_EU_Directive_2018_952.pdf
"Loi n° 2018-938 du 30 octobre 2018 pour l'équilibre des relations commerciales dans le secteur agricole et alimentaire et une alimentation saine, durable et accessible à tous.",30_National,France,2018,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC180768/,,French,N,Bottles,N,N,12063_N_2018_Loi_n_2018_938.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/12063_N_2018_Loi_n_2018_938.pdf
Code de l’environnement (Partie réglementaire),30_National,France,2018,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC178662/,,French,N,"Bags,SUPs,Packaging",N,N,12064_N_2018_Code_de_lenvironnement_Partie.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/12064_N_2018_Code_de_lenvironnement_Partie.pdf
Code de l’environnement (Partie législative),30_National,France,2018,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC178934/,,French,N,"Packaging,Bags,SUPs,Microplastics",N,N,12065_N_2018_Code_de_lenvironnement_Partie.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/12065_N_2018_Code_de_lenvironnement_Partie.pdf
Ocean Plastics Charter,10_International,G7 Countries,2018,https://www.consilium.europa.eu/media/40516/charlevoix_oceans_plastic_charter_en.pdf,,English,Y,"SUPs,Microplastics",Y,N,9011_I_2018_Ocean_Plastics_Charter.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/9011_I_2018_Ocean_Plastics_Charter.pdf
Decree No. 472,30_National,Georgia,2018,https://matsne.gov.ge/ka/document/view/4325640?publication=0,,Georgian,N,Bags,N,N,9096_N_2018_Decree_No_472.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/9096_N_2018_Decree_No_472.pdf
Basel Convention OEWG Decision OEWG-11/8,10_International,Global,2018,https://www.ecolex.org/details/decision/marine-plastic-litter-and-microplastics-4a1d0510-a692-48a3-93e6-5622a5a24f30/?q=plastic&xdate_min=2000&xdate_max=2018,,French,N,,N,N,S_1001_I_2018_Basel_Convention_OEWG_11.8.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/S_1001_I_2018_Basel_Convention_OEWG_11.8.pdf
UNEA Resolution 3/7 Marine Litter and Microplastics,10_International,Global,2018,https://papersmart.unon.org/resolution/uploads/k1800210.english.pdf,,English,Y,,Y,N,2007_I_2018_UNEA_3.7_marine_litter_and_microplastics.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/2007_I_2018_UNEA_3.7_marine_litter_and_microplastics.pdf
CBD COP Decision 14/10 - Other Matters Related to Marine and Coastal Biodiversity,10_International,Global,2018,https://www.informea.org/sites/default/files/decisions/cbd/cop-14-dec-10-en.pdf,,English,Y,,Y,N,2011_I_2018_CBD_COP_14.10_Other_Matters.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/2011_I_2018_CBD_COP_14.10_Other_Matters.pdf
CMS Memorandum of Understanding on the Conservation of Migratory Sharks,10_International,Global,2018,https://www.cms.int/sharks/en/page/sharks-mou-text,,English,Y,,Y,N,2056_I_2018_Memorandum_of_Understanding.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/2056_I_2018_Memorandum_of_Understanding.pdf
"Non-Biodegradable Waste Control Act, No. 9",30_National,Grenada,2018,https://gov.gd/sites/hop/files/Acts-SROs/2018/Act%209%20of%202018%20Non-Biodegradable%20Waste%20Control.pdf,,English,Y,,Y,N,8050_N_2018_Non_Biodegradable_Waste_Control.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/8050_N_2018_Non_Biodegradable_Waste_Control.pdf
"Ordenanza de Productos Plásticos de un Solo Uso y Específicamente de Sorbetes Plásticos, Envases, Tarrinas, Cubiertos, Vasos, Tazas de Plástico y de Foam y de Fundas Plásticas Tipo Camiseta, Inclusive Oxibiodegradables, en el Cantón Guayaquil",40_Subnational,"Guayaquil, Ecuador",2018,https://apel.ec/biblioteca/guayaquil-ordenanza-para-regular-el-plastico-de-un-solo-uso/,,Spanish,N,Bags,N,N,9071_S_2018_Ordenanza_para_regular_fabricacion.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/9071_S_2018_Ordenanza_para_regular_fabricacion.pdf
Iceland Action Plan on Marine Litter,30_National,Iceland,2018,https://www.stjornarradid.is/lisalib/getfile.aspx?itemid=c0687ce4-dde1-11e8-942e-005056bc4d74,,Icelandic,N,,N,N,S_2351_N_2018_Iceland_Action_Plan.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/S_2351_N_2018_Iceland_Action_Plan.pdf
Peraturan Presiden Republik Indonesia Nomor 83 Tahun 2018 Tentang Penangan Sampah Laut,30_National,Indonesia,2018,https://peraturan.bpk.go.id/Home/Details/94716/perpres-no-83-tahun-2018,,Indonesian,N,,N,N,S_5001_N_2005_Ordinance_on_Packaging.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/S_5001_N_2005_Ordinance_on_Packaging.pdf
LAW OF UKRAINE - Restrictions on the circulation of plastic bags in the territory of Ukraine,30_National,Ukraine,2022,https://zakon.rada.gov.ua/laws/show/2320-20/print,,Ukrainian,Y,Bags,Y,Y,TR_13085_N_2022_Law_of_ukraine_plastic.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/TR_13085_N_2022_Law_of_ukraine_plastic.pdf
"The Trade Act - Plastic Packaging Materials Prohibition Order, 2018",30_National,Jamaica,2018,http://www.ncra.org.jm/sites/default/files/Trade%20Act%20Plastic%20Prohibition%20Order%202018.pdf,,English,Y,SUPs,Y,N,2407_N_2018_The_trade_act.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/2407_N_2018_The_trade_act.pdf
Decree of the Chairman of the Supreme Council for Environment No. (2) of 2019 on The Ban of The Import of Plastic Wastes of All Kinds.,30_National,Bahrain,2019,https://www.lloc.gov.bh/PDF/RSCE0219.pdf,,Arabic,N,,N,Y,13086_N_2019_Decree_of_chariman_plastic_waste_import_ban.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/13086_N_2019_Decree_of_chariman_plastic_waste_import_ban.pdf
"Decision 1 on Chemicals, Marine Litter and Waste Management",20_Regional,Latin America and Carribbean,2018,https://wedocs.unep.org/bitstream/handle/20.500.11822/26514/Decisions_XXI_ForumLAC.pdf?sequence=2&isAllowed=y,,English,Y,"SUPs,Microplastics",Y,N,8044_R_2018_Decision_1_on_Chemicals.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/8044_R_2018_Decision_1_on_Chemicals.pdf
Customs and Excise Tariff,30_National,Lesotho,2018,https://www.lesothotradeportal.org.ls/kcfinder/upload/files/-%20Schedule%20No%201%20Part%203D%283%29.pdf,,English,Y,Bags,Y,N,2530_N_2018_Customs_and_excise_tariff.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/2530_N_2018_Customs_and_excise_tariff.pdf
Belize Standard for Biodegradable Products – Specification and Labelling,30_National,Belize,2021,https://bbs.gov.bz/wp-content/uploads/2021/03/FDBZS-32-2021_Biodegradable-Products-Specification-Labelling.pdf,,English,Y,"SUPs,Bags",Y,Y,13087_N_2021_Belize_Standard_for_biodegradable.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/13087_N_2021_Belize_Standard_for_biodegradable.pdf
Luxembourg 2030 3ème Plan National pour un Développement Durable.,30_National,Luxembourg,2018,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC196254/,,French,N,"Microplastics,Packaging,Bags",N,N,12050_N_2018_Luxembourg_2030_3ème_Plan.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/12050_N_2018_Luxembourg_2030_3ème_Plan.pdf
Roadmap Towards Zero Single-Use Plastics 2018-2030,30_National,Malaysia,2018,https://docs.google.com/viewerng/viewer?url=https://www.pmo.gov.my/wp-content/uploads/2019/07/Malaysia-Roadmap-Towards-Zero-Single-Use-Plastics-2018-2030-m-min.pdf&hl=en,,English,Y,SUPs,Y,N,5006_N_2008_Roadmap_Towards_Zero.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/5006_N_2008_Roadmap_Towards_Zero.pdf
Greater Male’ Environmental Improvement and Waste Management Project,40_Subnational,"Male', Maldives",2018,https://www.environment.gov.mv/v2/en/download/7491,,Dhivehi,N,,N,N,9044_S_2018_Greater_Male_Environmental_Improvement.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/9044_S_2018_Greater_Male_Environmental_Improvement.pdf
Malibu City Ordinance No 432,40_Subnational,"Malibu, United States",2018,https://www.malibucity.org/DocumentCenter/View/16819/CITY_COUNCIL_-_ORDINANCE__432_-_REGULATING_PLASTICS_STRAWS__STIRRERS_AND_CUTLERY?bidId=,,English,Y,,Y,N,2420_S_2018_Ordinance_No_ 432.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/2420_S_2018_Ordinance_No_ 432.pdf
Chapter 5.80 of the Manhattan Beach Municipal Code: Environmental Regulations,40_Subnational,"Manhattan Beach, United States",2018,https://library.municode.com/ca/manhattan_beach/codes/code_of_ordinances?nodeId=TIT5SAHE_CH5.80ENRE,,English,Y,"Bags,SUPs",Y,N,7017_I_2018_Chapter_5_80_Manhattan_Beach.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/7017_I_2018_Chapter_5_80_Manhattan_Beach.pdf
Section 54-29 of the City of Marco Island Code of Ordinances: Prohibition on use or service of plastic straws,40_Subnational,"Marco Island, United States",2018,https://library.municode.com/fl/marco_island/codes/code_of_ordinances?nodeId=PTIICOOR_CH54WABE_ARTIIBEMAVECO_S54-39PRUSSEPLST,,English,Y,,Y,N,7004_S_2018_Prohibition_of_PlasticStraws_MarcoIsland.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/7004_S_2018_Prohibition_of_PlasticStraws_MarcoIsland.pdf
"Styrofoam cups and plates, and Plastic Products Prohibition and Container Deposit (Amendment) Act 2018",30_National,Marshall Islands,2018,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&ved=2ahUKEwjup5j2lu_jAhVETd8KHQE2AtMQFjAAegQIABAC&url=https%3A%2F%2Frmiparliament.org%2Fcms%2Flibrary%2Fpublic-laws%2Fcategory%2F37-2018.html%3Fdownload%3D446%3Ap-l-2018-54-styrofoam-cups-and-plates-products-prohibition-and-container-deposit-amendment-act%2C-2018&usg=AOvVaw2Ewa6RKzAj2BsMLYr6Kx2K,,English,Y,,Y,N,4458_N_2018_Styrofoam_Cups.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/4458_N_2018_Styrofoam_Cups.pdf
"Decret N° 100/099 du 08/08/2018 portant interdiction de l'importation, de la fabrication, de la commercialisation et de l'utilisation des sachets et d'autres emballages en plastique ",30_National,,2018,https://www.ilo.org/dyn/natlex/natlex4.detail?p_isn=110642&p_lang=fr,,French,N,Bags,N,Y,13088_N_2018_Decret_no_100_099.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/13088_N_2018_Decret_no_100_099.pdf
Arrêté Ministériel n° 2018-1189 du 14 décembre 2018 relatif aux sacs et ustensiles jetables en plastique modifiant le Code de l’environnement.,30_National,Monaco,2018,https://www.fao.org/faolex/results/details/en/c/LEX-FAOC207387/,,French,N,SUPs,N,N,12061_N_2018_Arrêté_Ministériel_n_2018.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/12061_N_2018_Arrêté_Ministériel_n_2018.pdf
Town of Nantucket Chapter 124/A Single-Use Plastics,40_Subnational,"Nantucket, United States",2018,https://ecode360.com/34617774,,English,Y,"Bottles,SUPs",Y,N,1905_S_2018_Nantucket_Chapter_124.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/1905_S_2018_Nantucket_Chapter_124.pdf
"Ley Foral 14/2018, de 18 de junio, de Residuos y su Fiscalidad.",40_Subnational,"Navarra, Spain",2018,https://www.boe.es/buscar/pdf/2018/BOE-A-2018-8953-consolidado.pdf,<p>Policy provided by Ignasi Mateo.</p>,Spanish,N,,N,N,42021_S_2018_Ley_foral_14_2018.pdf,https://nicholasinstitute.duke.edu/sites/default/files/plastics-policies/42021_S_2018_Ley_foral_14_2018.pdf
